ID,case,name,period,month,inflow_share,outflow_share
1655,stable,Caesar Creek Lake,late,2,0.13421007419978223,0.09544972265399784
1655,stable,Caesar Creek Lake,late,3,0.15208706379911693,0.18411259523825083
1655,stable,Caesar Creek Lake,late,4,0.15291416981208555,0.09902623980065606
1655,stable,Caesar Creek Lake,late,5,0.09836374658316792,0.12196525944918007
1655,stable,Caesar Creek Lake,late,6,0.09287967214663612,0.07992178350558764
1655,stable,Caesar Creek Lake,late,7,0.04590314804335372,0.04926202322371643
1655,stable,Caesar Creek Lake,late,8,0.015524007817866977,0.01498311940722723
1655,stable,Caesar Creek Lake,late,9,0.013634529345189023,0.02148606289255762
1655,stable,Caesar Creek Lake,late,10,0.016204642836784466,0.02686253698835767
1655,stable,Caesar Creek Lake,late,11,0.0644444436744514,0.07661074205597487
1655,stable,Caesar Creek Lake,late,12,0.10704060244080436,0.10709805924657986
939,unstable,Hugh Butler Lake,early,1,0.03655344468521082,0.027265821571707333
939,unstable,Hugh Butler Lake,early,2,0.06560539282680537,0.024957022164425663
939,unstable,Hugh Butler Lake,early,3,0.03669737397771439,0.027265821571707333
939,unstable,Hugh Butler Lake,early,4,0.08190331947516341,0.026386278940361937
939,unstable,Hugh Butler Lake,early,5,0.0576149820145534,0.02583656479577106
939,unstable,Hugh Butler Lake,early,6,0.0374965099760594,0.13178743932367973
939,unstable,Hugh Butler Lake,early,7,0.039056976396702796,0.39102095456807184
939,unstable,Hugh Butler Lake,early,8,0.19252989766960385,0.23741063395256712
939,unstable,Hugh Butler Lake,early,9,0.22034493675281924,0.027206025969696155
939,unstable,Hugh Butler Lake,early,10,0.018121388233101124,0.027265821571707333
939,unstable,Hugh Butler Lake,early,11,0.19091763886900537,0.026386278940361937
939,unstable,Hugh Butler Lake,early,12,0.023158139123260774,0.027211336629942573
939,unstable,Hugh Butler Lake,late,1,0.08083457909237306,0.0671090624480938
939,unstable,Hugh Butler Lake,late,2,0.0860294414971216,0.06679883613833108
939,unstable,Hugh Butler Lake,late,3,0.11408190358651453,0.09932181167350412
939,unstable,Hugh Butler Lake,late,4,0.11081508072916273,0.09795713149444506
939,unstable,Hugh Butler Lake,late,5,0.10787128327662027,0.06546332912182955
939,unstable,Hugh Butler Lake,late,6,0.13374235237540527,0.12103192881178819
939,unstable,Hugh Butler Lake,late,7,0.07812102200730457,0.05723172682635153
939,unstable,Hugh Butler Lake,late,8,0.049949894426801575,0.03706048483902668
939,unstable,Hugh Butler Lake,late,9,0.0314054826392935,0.029110192561367567
939,unstable,Hugh Butler Lake,late,10,0.056508898866683185,0.028654540788440718
939,unstable,Hugh Butler Lake,late,11,0.0735895815983314,0.2431159849790285
939,unstable,Hugh Butler Lake,late,12,0.07705047990438843,0.0871449703177933
938,unstable,Harry Strunk Lake,early,1,0.06053094674026808,0.023403086738169664
938,unstable,Harry Strunk Lake,early,2,0.09588650290205046,0.02620084492516028
938,unstable,Harry Strunk Lake,early,3,0.07338432899903687,0.03860868182381954
938,unstable,Harry Strunk Lake,early,4,0.07473414347170872,0.03393138549579469
938,unstable,Harry Strunk Lake,early,5,0.1355168515370765,0.06932043879813378
938,unstable,Harry Strunk Lake,early,6,0.11109958435453349,0.19310621450537446
938,unstable,Harry Strunk Lake,early,7,0.07342141988540085,0.3163896240374203
938,unstable,Harry Strunk Lake,early,8,0.056997400517866795,0.243533333435317
938,unstable,Harry Strunk Lake,early,9,0.03219262411396652,0.013415577480912964
938,unstable,Harry Strunk Lake,early,10,0.04746079424255179,0.006775948266684577
938,unstable,Harry Strunk Lake,early,11,0.15570603996971447,0.01647355627026321
938,unstable,Harry Strunk Lake,early,12,0.08306936326582534,0.018841308222949674
938,unstable,Harry Strunk Lake,late,1,0.0948782520479229,0.06559413847640284
938,unstable,Harry Strunk Lake,late,2,0.0940921288968914,0.07764676543543109
938,unstable,Harry Strunk Lake,late,3,0.11040233012813117,0.09565275264317022
938,unstable,Harry Strunk Lake,late,4,0.09578029398803153,0.09359321822681135
938,unstable,Harry Strunk Lake,late,5,0.09982888714561516,0.07720338086480082
938,unstable,Harry Strunk Lake,late,6,0.08979927576533357,0.11759250923279667
938,unstable,Harry Strunk Lake,late,7,0.07156082579625993,0.19329715322258628
938,unstable,Harry Strunk Lake,late,8,0.067926398929671,0.1876965744672038
938,unstable,Harry Strunk Lake,late,9,0.04937740477970562,0.032896138177679994
938,unstable,Harry Strunk Lake,late,10,0.0635090939781313,0.0015942311620343755
938,unstable,Harry Strunk Lake,late,11,0.07745127320319561,0.013228288660111661
938,unstable,Harry Strunk Lake,late,12,0.0853938353411108,0.04400484943097078
837,unstable,Shadehill,early,1,0.009993159528942808,0.01654887814617359
837,unstable,Shadehill,early,2,0.03102636197135046,0.01625696759339997
837,unstable,Shadehill,early,3,0.3809225768654484,0.20499072521438708
837,unstable,Shadehill,early,4,0.33616912250221237,0.39986651770841153
837,unstable,Shadehill,early,5,0.061740927900776704,0.12975521134230178
837,unstable,Shadehill,early,6,0.04634438816293992,0.04932927275407283
837,unstable,Shadehill,early,7,0.04865611108672207,0.05442071059333063
837,unstable,Shadehill,early,8,0.023272244324414697,0.043774878066506775
837,unstable,Shadehill,early,9,0.014928392121366912,0.02704326785407103
837,unstable,Shadehill,early,10,0.01654937608486265,0.022701217791061393
837,unstable,Shadehill,early,11,0.020756073081133152,0.018171573808802667
837,unstable,Shadehill,early,12,0.009641266369829815,0.017140779127481017
837,unstable,Shadehill,late,1,0.02078630227366046,0.03091924780113394
837,unstable,Shadehill,late,2,0.04795588149588845,0.027813243799455614
837,unstable,Shadehill,late,3,0.22941407491544502,0.1668717842426867
837,unstable,Shadehill,late,4,0.13744085443371665,0.1356047644857708
837,unstable,Shadehill,late,5,0.14190786003297245,0.12676012662268113
837,unstable,Shadehill,late,6,0.13335833382027812,0.11351094419926717
837,unstable,Shadehill,late,7,0.06640616129798216,0.0818511677349829
837,unstable,Shadehill,late,8,0.04169027292217845,0.04591138912703866
837,unstable,Shadehill,late,9,0.06166284485358395,0.04623524813761414
837,unstable,Shadehill,late,10,0.06982341160929001,0.09902832008251865
837,unstable,Shadehill,late,11,0.029659131682022558,0.09197549683287089
837,unstable,Shadehill,late,12,0.019894870662981814,0.033518266933979496
893,unstable,Angostura,early,1,0.046509353478713794,0.00020898922783165483
893,unstable,Angostura,early,2,0.057973140013960166,0.0001518341503571463
893,unstable,Angostura,early,3,0.14599325672613048,0.006916491945467348
893,unstable,Angostura,early,4,0.20996145559347157,0.1507974677062321
893,unstable,Angostura,early,5,0.14553633750894615,0.1086545220018685
893,unstable,Angostura,early,6,0.1393632335435793,0.14711111650241426
893,unstable,Angostura,early,7,0.06918804514631788,0.27244052499999055
893,unstable,Angostura,early,8,0.042156074824227306,0.23938435937973024
893,unstable,Angostura,early,9,0.030481864859206037,0.07223301634220397
893,unstable,Angostura,early,10,0.030239172803296355,0.0008123955230382026
893,unstable,Angostura,early,11,0.03826884229455982,0.0007356311758107221
893,unstable,Angostura,early,12,0.04432922320759116,0.0005536510450553927
893,unstable,Angostura,late,1,0.02727179418992379,0.003290464947204766
893,unstable,Angostura,late,2,0.051332503703551004,0.00582443165894377
893,unstable,Angostura,late,3,0.13937995164985123,0.07855906144098755
893,unstable,Angostura,late,4,0.064350273243766,0.04081241062467944
893,unstable,Angostura,late,5,0.21239514994407857,0.20695858784863455
893,unstable,Angostura,late,6,0.2721718827541023,0.3243201018048081
893,unstable,Angostura,late,7,0.07049742181254183,0.1487021694828844
893,unstable,Angostura,late,8,0.03288219924496657,0.11866918853087456
893,unstable,Angostura,late,9,0.01780960780700613,0.04604893223398813
893,unstable,Angostura,late,10,0.05773702090733693,0.01786943069398397
893,unstable,Angostura,late,11,0.026171143864848825,0.005415815984968884
893,unstable,Angostura,late,12,0.028001050878026738,0.0035294047480421277
